Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,cleaned_salary,min_salary,max_salary,avg_salary,Founded_int,age
Data Scientist,$85K - $121K (Glassdoor Est.),"Novecom is seeking a person with a computer science or similar background, to develop analytic approaches for the processing of vision, sound and vibration data streams. This role would suit someone who enjoys using technology to organise, study and analyse large sets of data and solve problems.
Responsibilities
Developing and deploy models and/or adapt existing machine learning methods to meet project objectives
Building algorithms and design experiments to merge, manage, interrogate and extract data and gain insights
Using machine learning tools and statistical techniques to produce solutions to problems",-1.0,Novecom,Newcastle,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,0,0,85-121,85,121,103.0,,
Graduate Machine Learning (Melbourne based),$86K - $133K (Glassdoor Est.),"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.",4.7,KJR,Melbourne,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,86-133,86,133,109.5,1997.0,23.0
Position – Data Scientist,$110K - $150K (Glassdoor Est.),"Location – Sydney and Digital / Remote
Experience – Minimum 8 years
We are looking for a candidate with good command over R / Python and in-depth knowledge and experience in Machine Learning, deep learning methods, algorithm design, analysis, development, and performance improvement. Strong understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering, classification, regression techniques, recommendation (collaborative filtering) algorithms and Time series analysis.

We are eager to hear from you if you have one of the below mentioned skills. Send us your resume at careers@robonomics.ai",4.5,Robonomics AI,Sydney,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,110-150,110,150,130.0,2016.0,4.0
Junior Data Scientist,$186K - $195K (Glassdoor Est.),"Junior Data Scientist - Sydney Office - Permanent Full Time

A great opportunity for a Junior Data Scientist to work closely with the Domain Home Loans team to solve complex business problems and deliver real business impact through propensity modelling, marketing optimisation, segmentation, and advanced analytics.

Who are you?
The ideal candidate will have
Some relevant commercial work experience and knowledge of the following fields: Statistical Modelling, Machine Learning and Advanced Analytics.",4.4,Domain Group,Sydney,501 to 1000 Employees,1999,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),0,0,186-195,186,195,190.5,1999.0,21.0
Senior Data Scientist,$144K - $170K (Glassdoor Est.),"Senior Data Scientist
VGW is a fast-growing technology company and creator of market-leading online social games. With offices across Australia, USA, Canada, Malta and the Philippines we are on a mission to be the biggest gaming company in the world!
Due to major growth we are expanding our Technology team in Sydney and currently looking for a Senior Data Scientist to join the team.
As a Senior Data Scientist, you'll identify, scope and lead the undertaking of a range of research and modelling projects leveraging all available data assets to help solve complex business problems.
Key responsibilities will include:",3.9,VGW,Sydney,501 to 1000 Employees,2010,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,144-170,144,170,157.0,2010.0,10.0
VIE AUSTRALIA - Data Scientist IA,$93K - $134K (Glassdoor Est.),"Organisation
Naval Group compte parmi les acteurs internationaux du naval de défense. Depuis plus de 400 ans, nous repoussons sans cesse les limites pour construire le naval de demain. Ouvriers, techniciens, ingénieurs, c'est avec passion que nos 17 000 collaborateurs, en France et à l'international, mettent en commun leurs savoir-faire uniques pour imaginer, concevoir, réaliser et entretenir des produits et des systèmes d'exception tels qu'un sous-marin, un porte-avions ou une frégate de combat.

Nous sommes convaincus que la diversité et l'inclusion sont synonymes de richesse et de performance. Nous souhaitons intégrer une véritable diversité de profils : femmes et hommes, avec une mixité sociale et une diversité de formations, de générations, d'origines, de compétences et de talents, mais aussi de parcours de vie.

Nos métiers évoluent, nos collaborateurs aussi. Nous nous engageons dans le développement professionnel de nos collaborateurs via la formation continue. Nos collaborateurs développent ainsi leur parcours professionnel selon leurs envies et en adéquation avec les besoins du groupe.",3.9,Naval Group,Adelaide,5001 to 10000 Employees,1631,Company - Private,Aerospace & Defence,Aerospace & Defence,$2 to $5 billion (USD),0,0,93-134,93,134,113.5,1631.0,389.0
Analytics Lead,Employer Provided Salary:$144K - $166K,"What is Drumline?
Drumline Digital is an agency bridging the gap between marketing and technology, founded to do 3 things:
· understand how digital channels meet customers’ needs
· champion an experiment-driven mindset in our clients to build experiences based on customer understanding and measure the outcomes
· ensure that the right tech foundations are in place to deliver on those promises
We’re a small, tight team and we thrive on solving hard problems for our clients and for ourselves. This means constantly evolving the ways that we work, and we rely on each other to shape how we get to the right solutions.",-1.0,Drumline Digital,Sydney,-1,-1,-1,-1,-1,-1,0,0,144-166,144,166,155.0,1.0,-1.0
Data Scientist,Employer Provided Salary:$120K - $150K,"Overview
Our client is seeking experienced Data Scientist to assist with the delivery of various ICT Projects across the Division.
Essential criteria
· Data mining or extracting usable data from valuable data sources
· Using machine learning tools to select features, create and optimize classifiers
· Carrying out preprocessing of structured and unstructured data
· Enhancing data collection procedures to include all relevant information for developing analytic systems",-1.0,Interpro People,Sydney,-1,-1,-1,-1,-1,-1,0,0,120-150,120,150,135.0,1.0,-1.0
Data Analyst and Senior Data Analyst (multiple roles) - Marketing Analytics,$100K - $148K (Glassdoor Est.),"About the role
Job Title: Data Analyst and Senior Data Analyst (multiple roles) – Marketing Analytics
Location: Docklands, Melbourne (Hybrid)
Type: Permanent

We have multiple roles for an Experienced Data Analyst and a Senior Data Analyst available within the Marketing Analytics team.

The Marketing Analytics mission is to enable targeted customer growth and retention by using meaningful data, scientific methods and automation to make the best decisions and provide highly-relevant and timely communications in-channel. You will seek to intimately understand the underlying needs and objectives of business stakeholders, conduct deep analysis identify rich personalisation opportunities, and implement and monitor arbitration, customer decisioning and behavioural rules, triggers and models.


To make the best predictions and personalisation decisions for each customer in-the-moment, balancing strategic objectives with customer experience and financial outcomes
To deliver compelling and actionable personalisation and funnel insights, maintain key customer audiences and business rules, and champion self-service digital insights
What will your day look like
Undertake qualitative, quantitative and desktop research to uncover actionable insights that can improve solutions and identify new opportunities
Apply advanced modelling, statistics, research and causality to understand complex data problems
Design, configure and optimise business rules and frameworks for marketing arbitration, real-time prioritisation and decisioning, and event-driven marketing systems
Design and create methods for monitoring and analysing the effectiveness of the business rules, frameworks and decisions as it relates to customer and business outcomes
Conduct PIRs, opportunity discovery, business-casing and funnel analysis and present insights and actionable recommendations to business stakeholders
Defining, creating and optimising business rules and audiences for always-on personalisation
Customer profiling and segmentation to inform marketing, personalisation and content strategies
Create and maintain tags and data extracts / uploads to ensure optimal digital marketing performance
Peer-review work done by other analysts and contribute to knowledge sharing and skills uplift
Coach and support data literacy and self-service analytics across stakeholders
Contribute to the requirements, design and development of dashboards, data assets, and continuous improvement of analytics methods, processes and tools
What will you bring?
Strong applied experience with rules-based and event-driven customer decisioning and marketing systems – particularly Unica Optimise and Interact; and Adobe Target; and similar knowledge regarding Paid Media platforms. Knowledge of Pega would be of interest.
Knowledge of customer behavioural triggers and contextual decisioning in the context of digital interactions and financial services, including key data sources
Strong written, visual and verbal communication of analysis insights and recommendations to a non-technical audience
Commercial and financial acumen – understand and articulate business drivers and levers
Problem-solving, critical thinking and customer-centric
Analytically-driven inquisitive mindset with a continuous improvement focus
Ability to take a blue-sky opportunity from the ground up – identify, qualify and quantify opportunities, prioritise and execute, and influence stakeholders and work with squad members to deliver outcomes
Strong experience with tools and techniques for analysis, data manipulation and presentation (SQL, Teradata, Python, R, Qliksense, SAS, Tableau highly desired)
Experience combining disparate data from multiple sources to create a complete understanding of a problem or opportunity
Strong ability to create insights from data and develop practical and actionable business recommendations with engaging yet sophisticated visualisations
Knowledge of banking industry, marketing/personalisation data and techniques, and next-best-action / arbitration / real-time decisioning concepts
Experience applying data science features, models and outputs in batch and real-time decisioning platforms
A coaching mindset, able to bring people on a journey and help them grow

You’re not expected to have 100% of these skills. At ANZ a growth mindset is at the heart of our culture and we actively encourage people to try new things.

So, why join us?

At ANZ, everything we do boils down to ‘why’ – our purpose – to shape a world where people and communities thrive. We're just as focused on seeing our people thrive as well as our customers. We'll give you every opportunity to develop your career.

We are responding faster to changing customer requirements, focusing on the things that matter the most, energising our people, eliminating waste and reducing bureaucracy.

A happy workplace is a thriving one. So to attract and keep the best talent, and say thanks for the hard work, we make sure all our employees are rewarded.

We work flexibly at ANZ and encourage you to talk to us about how this role can be flexible for you. Some of the work we do can be done from home, and some from an ANZ workplace – it’s all about what works for your team, and above all else, our customers!

We want to make sure everyone has an inclusive and supportive experience throughout our recruitment process and when joining ANZ. If you are a candidate with a disability, and require adjustments to our recruitment process or the role itself let us know how we can provide you with additional support.

Job Posting End Date

, 11.59pm, (Melbourne Australia)",4.1,ANZ Banking Group,Melbourne,10000+ Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable,0,0,100-148,100,148,124.0,1835.0,185.0
Data Scientist,Employer Provided Salary:$85K - $150K,"About the Role
The Data Scientist works under the direction of an Analytics Chapter Lead and an agile Product Owner to define the business problem, develop hypotheses, undertake the relevant analytics, summarise the insights and make recommendations for action. Outcome measures include:
Availability of quality analytics and insights that enable business stakeholders to successfully manage their business and address key business priorities.
Make significant contributions to improving the way we work
Key Responsibilities
Deliver key analytics, self-service and agile projects. Work with stakeholders to define and agree the project scope, milestones and deliverables.",4.0,Telstra,Melbourne,10000+ Employees,1901,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),0,0,85-150,85,150,117.5,1901.0,119.0
Business Analyst- Institutional Data and Analytics,Employer Provided Salary:$63 Per Hour,"About the role

Role Location: Melbourne VIC but is flexible across Australia
Role Type: Permanent, Full Time

The Institutional Data and Analytics team is responsible for delivering Insights to Institutional and Corporate Customers. As Business Analyst you will be responsible for managing customer data queries, from new data requests to understanding existing data provided through our strategic platform. As the first port of call for customer queries, you will utilise BI tools (tableau/qliksense) to provide the first response and investigation. You will then be working hand in hand with the Data Science squads and business partners to meet Customer needs

Role accountabilities

As a Business Analyst, your accountabilities include but are not limited to:

Partnering with stakeholders and be a representative at prioritisation forums to understand and prioritise data insight requests.
Define and put in place, behind the scene processes for onboarding customers to our data services (dashboards and feeds)
Analyse and synthesise information, understand data use cases, context and complete business analysis activities
Working with the stream leads, put in place processes for dealing with customer queries and define key roles and responsibilities.
Be able to run simple queries or use BI tool to undertake initial investigate for data queries
Look for better ways to do things and passionately advocate continuous improvement
Mapping out the process and task required for customer data requests
Undertake regular customer insight pack creation.
What will you bring?

We know not everyone will bring all of the skills and experience, and at ANZ we are focused on people bringing a growth mindset to their approach to work. Some of the skills we are looking for are below, but don’t worry if you don’t have all of these as learning on the job is the way we work.
But back to some of the skills –

Experience as a Business Analyst or in Process management, including analysis and elicitation techniques and the ability to define and document requirements in complex and challenging business environments
Data analysis experience, particularly with large sets of data
Detailed knowledge and experience of process mapping/analysis tools and techniques.
Knowledge of data visualization software like Tableau and Excel
Experience delivering in Agile Delivery Framework & agile methodologies in a fast-paced environment - hands on experience with agile tools such as Confluence & Jira
A “can do” attitude and a desire to explore customer needs in a data-driven way, develop and implement innovative solutions, test the outcomes, and iterate.
Self-motivated to work autonomously as well as collaboratively as part of a team
So, why join us?

We’re reinventing the way we do banking, and our community of collaborative, innovative thinkers who create human-centred solutions are helping us get there. We’re responding faster to changing customer requirements, focusing on the things that matter.

As a Purpose-led bank we have committed to delivering commercial and societal outcomes across environmental sustainability, financial wellbeing and housing affordability. We deliver these sustainability commitments with our customers, in our business and across the communities where we operate.

We’ll also offer you the opportunity to develop your career, working in a diverse and inclusive workplace where the different backgrounds, perspectives and life experiences of our people are celebrated and create a great place to grow, thrive and belong.

A happy workplace is a thriving one, and some of the perks you’ll get from being a Business Analyst at ANZ are:

Lifestyle leave - top up your annual leave with up to four weeks of additional purchased leave or take a longer period of unpaid time off
Great discounts on our financial products, and an annual Superannuation top up payment of $500 for all female employees to address the Superannuation gender gap
Competitive parental leave policies for both mums and dads, with a lump sum childcare contribution when you return to work

We work flexibly at ANZ and encourage you to talk to us about how this role can be flexible for you and any adjustments you may require to our recruitment process or the role itself. If you are a candidate with a disability, let us know how we can provide you with additional support.

Interested in joining us?

Click Apply Now, or visit www.anz.com/careers to find out more or view other opportunities. You may apply for this role by visiting ANZ Careers and searching for reference number 18691

Job Posting End Date

15/09/2022, 11.59pm, (Melbourne Australia)",4.1,ANZ Banking Group,Melbourne,10000+ Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable,1,0,63,63,63,63.0,1835.0,185.0
Research Scientist - Efficient machine learning for time-series data,Employer Provided Salary:$103K,"The Opportunity
Our Distributed Sensing Systems (DSS) group is one of the leading large-scale sensing and analytics groups in the world, based in Brisbane, Queensland, Australia. We are part of the Cyber-Physical Research Program at CSIRO’s Data61 Business Unit. The group’s research focuses on creating integrated sensing, AI/ML, and telemetry technologies that will radically improve the cost and quality of data gathering on a large scale to enhance the understanding of our natural and built environments.
An innovative and collaborative workplace with fantastic flexibility
Work in a world-class research & development precinct
Join CSIRO and support Australia's premier scientific organisation!
This is a research scientist position, expected to conduct research on efficient machine learning algorithms for time-series data on edge devices and implement such algorithms on edge hardware, for projects in digital agriculture – eGrazor, digital manufacturing – FDMF/Maven, and smart building/digital twin domains. Specifically, the position will develop lightweight ML models to analyse multi-modal time-series data from multiple edge devices and sensors such as temperature/humidity, or accelerometer, to understand/classify the context in which a sensor device operates, or identify activities of the target object.",3.7,CSIRO,Brisbane,5001 to 10000 Employees,1926,Government,National Services & Agencies,Government & Public Administration,$500 million to $1 billion (USD),0,0,103,103,103,103.0,1926.0,94.0
Data Scientist,$120K - $133K (Glassdoor Est.),"Sportsbet's purpose is to bring excitement to life for its customers and we do this by overdelivering on excitement through serious fun, disrupting the status quo and living our values. We’re a flexible, progressive, open-minded, and inclusive employer with over 7000 cool, clever and curious people around the world. We’re a global player, but in Melbourne, Sydney, Queensland and Darwin we’re tight knit,with 1000 of us bringing excitement to life every day.
The Team

In Data Science we work collaboratively with teams across the organisation to create and evolve end to end solutions that have Data Science at their core. From sports modelling to product personalisation, our team thrives on unleashing the power of data to improve the quality, speed and complexity of the decisions and actions they drive. Our models not only power many of the products our customers get to enjoy, but they also take many of our internal processes to the next level.We care for things we have built and look at ways to continuously improve them; but we also love to innovate. We are known pioneers and have introduced a number of world first ML-driven customer-facing products. They come from insights, experience but often, just from someone thinking outside of the box – we play a key role in exploring these ideas and making them a reality. Not only we innovate with product, but also in the way we build, develop, deploy and maintain our solutions and how we leverage evolving platforms partnerships.",3.5,Sportsbet,Melbourne,1001 to 5000 Employees,1993,Company - Private,Gambling & Betting,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,0,0,120-133,120,133,126.5,1993.0,27.0
Senior Data Scientist,$127K - $170K (Glassdoor Est.),"Join our innovative and collaborative Digital Transformation and Data team. As a Senior Data Scientist you’ll influence and help Macquarie produce value with data within our Corporate Operations Group and beyond. You will apply your broad data expertise though a mix coaching others, providing strategic advice and performing hands-on analysis.
You will be responsible for:
Partnering with business leaders and coaching nascent data teams to uplift data capability
Identifying, determining feasibility and shaping data use cases
Determining appropriate analytical, statistical or machine learning approaches to create value
Performing analysis and creating prototypes",4.1,Macquarie Group,Sydney,10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,0,127-170,127,170,148.5,1969.0,51.0
Junior Data Analyst/Scientist,$55K - $120K (Glassdoor Est.),"The International Institute of Data & Analytics (IDA) is a not-for-profit hi-tech organization with foci on data science and big data analytics innovation, education and training, and commercialization and services. IDA offers unique experiences and engagement models for bridging the gaps between academia and business, enabling industry and government `easy to do business with’ leading scientists and specialists in data & analytics, and building a platform for engagements and collaborations between outstanding researchers, practitioners and educators.
In data science and big data analytics, the IDA creates enablers for:
Leading the field of data science and analytics innovation, training and services by building think-tank and thought leadership, and next-generation of data scientists and professionals;",3.1,International Institute of Data & Analytics,Sydney,201 to 500 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,55-120,55,120,87.5,2014.0,6.0
Conversational Artificial Intelligence Intern,Employer Provided Salary:$30 Per Hour,"Introduction
This document describes the skills, background and experience recommended for a Conversational AI intern (CAIC) working at
Intellificial and managing our CAI platform tools.
The team member described here would typically start their activities as a CAIC by undergoing training about our platform fundamentals which is suitable for enhancing or customizing solutions already designed and built.
Role description
The Conversational AI Consultant is typically a combination of ML, web developer with strong knowledge in the structure of language and its application to computer systems, and with commercial and business awareness. The Conversational AI Consultant builds, maintains and develops CAI solutions (VAs, Digital Employees, Chatbots, etc.), in domains related to the partner, the company or the specific department building the solution.",-1.0,Intellificial,Melbourne,-1,-1,-1,-1,-1,-1,1,0,30,30,30,30.0,1.0,-1.0
Data Scientist - Centre for Big Data Research in Health,Employer Provided Salary:$100K - $109K,"Job no: 511205
Work type: full time
Location: Sydney, NSW
Categories: Analyst, Clinical/Medical Research
Data Scientist -Centre for Big Data Research in Health
Employment Type: Full Time 35 hours per week
Duration: Fixed Term Contract – 12 months
Remuneration: $100,331-$108,588 + 17% superannuation
Location: UNSW Kensington Campus (Hybrid Working Opportunities)
About UNSW:",4.2,University of New South Wales,Sydney,1001 to 5000 Employees,1949,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,100-109,100,109,104.5,1949.0,71.0
Data Scientist - Procan Cancer Data Science (CDS),Employer Provided Salary:$100K - $110K,"Make an important contribution to the health of future generations through medical research
Work with a world-leading, independent medical research institute
Located in Westmead—Sydney’s and Australia’s foremost biomedical research precinct
Children’s Medical Research Institute (CMRI) was Australia’s first dedicated paediatric research facility and is now one of the world’s most highly regarded independent medical research organisations. Our research focuses on the four key areas impacting children’s health: cancer, genomics and genetic diseases, neurobiology, and embryology. Our strong international reputation is based on decades of significant research outcomes in these areas of specialty. CMRI is also home to the world-first proteomics project, ProCan, which is changing the way cancer is diagnosed and treated. CMRI’s research programs are supported by state of the art facilities and committed research and support staff. Our achievements are made possible by a loyal network of community supporters, highly engaged donors, and the very successful Jeans for Genes® and Great Cycle Challenge fundraising campaigns.",-1.0,Children's Medical Research Institute,Westmead,-1,-1,-1,-1,-1,-1,0,0,100-110,100,110,105.0,1.0,-1.0
Data Scientist,$93K - $128K (Glassdoor Est.),"Work type:
Full Time
Location:
Sydney
Job type:
Data & Analytics
Applications close:
Data Scientist",3.8,Virgin Australia,Sydney,5001 to 10000 Employees,2000,Company - Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,0,0,93-128,93,128,110.5,2000.0,20.0
Artificial Intelligence and Data Science Research Fellow,Employer Provided Salary:$73K - $99K,"The Opportunity
An opportunity exists for an enthusiastic and motivated Artificial Intelligence (AI) and Data Science Research Fellow to join the Monash Data Futures Institute, a University-wide Institute bringing together multi-disciplinary capability across data science and artificial intelligence.
Reporting to the Director, Monash Data Futures Institute, this exciting new position will be instrumental in collaborating with clients, stakeholders and researchers as well as a team of researchers and AI practitioners to deploy machine learning and artificial intelligence methods to solve client-based business and research challenges. The position will be required to deliver timely advice in the development of work statements describing the problem to be addressed and leading implementation of the methods for resolving these through AI and Data Science in the form of code, algorithmic software and/or prototype systems, to a range of organisations.",4.2,Monash University,Clayton North,10000+ Employees,1958,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),0,0,73-99,73,99,86.0,1958.0,62.0
Data Analytics Graduate,$78K - $95K (Glassdoor Est.),"At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there’s flex for balance and the support you need. So, come and share your ideas, give back and feel proud to be part of a company doing work that matters across climate change and mental health. Let’s care for everyone’s tomorrow so we can create a better future together.
We know that flexible work comes in different forms, that’s why we’re embracing hybrid teams - enabling employees to maintain a balance of working both in the office and remote, supporting the needs of both the business and individual.

Data Analytics Graduate | NSW – Sydney
Be supported to grow and develop your career
Push the status quo",4.0,Allianz Australia,Sydney,10000+ Employees,1890,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),0,0,78-95,78,95,86.5,1890.0,130.0
Data Scientist,$130K - $150K (Glassdoor Est.),"When you work at Allianz, you're part of a strong global insurer, helping to protect over 3 million Australians. We value diverse thinking, so your ideas and innovative mindset will be warmly welcomed. You'll experience a friendly environment working with talented people, where you'll be included and have your capabilities recognised. And you'll be supported to reach your full potential and enjoy an enriching career.

Data Scientist – Technical Division | NSW – Sydney

Opportunity to develop and embed AI across a variety of products
Work closely with senior data scientists & actuaries to uplift pricing capabilities
Allianz is a Flex Ready employer, flexible work options are available",4.0,Allianz Australia,Sydney,10000+ Employees,1890,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),0,0,130-150,130,150,140.0,1890.0,130.0
Machine Learning Scientist,$108K - $138K (Glassdoor Est.),"Seeing Machines works with the world's leading OEMs to deliver state-of-the-art operator monitoring technology across our chosen transport sectors of commercial road transport (Fleet), automotive, and aviation. In Fleet, our best-in-class aftermarket product Guardian provides drivers and fleet operators real-time protection from distraction and fatigue events. In automotive, we enable safer Advanced Driver Assistance Systems (ADAS) and Automated Driving (AD) solutions. In aviation, our advanced gaze tracking technology understands how pilots interact and monitor instruments – leading to better training and safer operations.
The Algorithm Development Team brings cutting edge research in areas such as fatigue and distraction detection into occupant monitoring solutions. Take an example of fatigue detection, which is conceptually simple – just detect when someone looks tired, right? To develop this feature, there are many underlying details that need to be understood. For example, how do you collect a dataset safely? What is the true drowsiness level? How to account for individual behavioural differences? Algorithm Development Team members work closely with Human Factors Research Scientists, Data Acquisition Specialists and Machine Intelligence Researchers in order to make progress on these kinds of questions in order to develop features.
Aside from developing new features, the Algorithm Development Team also helps improve existing features that are currently used by customers. For example, making improvements to handle specific real-world corner cases, improving performance, etc.

About the opportunity
The Machine Learning Scientist will work directly with internal stakeholders to develop occupant monitoring features using state-of-the-art machine learning methods (e.g. NN, CNNs, RNNs), traditional computer vision techniques, or often a combination of both.
One aspect of feature development includes collaborating with Human Factors Research Scientists and Data Acquisition Specialists to help collect relevant, truthed datasets. Also required is working closely with our Performance Analysis Team to ensure that we can measure and validate the performance of the algorithms.


About you
We value the breadth and depth of experience that our people bring to their work. We are seeking people with a good mix of technical competency and personal capability. Specifically, we are looking for people with:

Desirable

How to apply
To apply, please upload your current resume and cover letter outlining your interest in the role. If you are successful for this opportunity a police check is required.
About Seeing Machines
Seeing Machines is currently in a consultation process around a proposed vaccination policy for its Australian offices. The policy proposes to require all employees and visitors to all Seeing Macjomes sites be fully vaccinated. Whilst the policy may or may not be implemented following consultation, Seeing Machines wants to ensure all candidates within our current recruitment processes were aware of this. Should a decision on the policy be made in the coming weeks, further correspondence will be circulated.
Seeing Machines is a world leader in driver-machine interaction. We harness human factors science to create artificial intelligence (AI) technology that observes the driver's attention – reliably, unobtrusively, and in real time – and intervenes seamlessly when necessary.
Specialised computer vision algorithms underpin Seeing Machines' core camera-based driver monitoring technology. Algorithms allow us to precisely track eye gaze, head position and pupil size while our state-of-the-art AI technology analyses the data to quickly and accurately detect driver drowsiness, distraction and microsleep levels. We work with some of the world's leading brands to deliver this technology, helping keep drivers and operators engaged across commercial transport and logistics, automotive, aviation, rail and mining industries.
In automotive, we enable safer Automated Driving (AD) solutions and Advanced Driver Assistance Systems (ADAS) – including the world first camera-based hands-free driving feature, GM Super Cruise. In aviation, our advanced gaze tracking technology understands how pilots interact and monitor instruments – leading to better training and safer operations.
For commercial transport and fleet operators, the Seeing Machines retrofit driver monitoring technology provides real-time intervention for drivers to mitigate the risks associated with driver fatigue and distraction.
https://www.seeingmachines.com/technology/",3.9,Seeing Machines,Canberra,201 to 500 Employees,1999,Company - Public,Computer Hardware Development,Information Technology,$5 to $25 million (USD),0,0,108-138,108,138,123.0,1999.0,21.0
Data Scientist,$85K - $121K (Glassdoor Est.),"Novecom is seeking a person with a computer science or similar background, to develop analytic approaches for the processing of vision, sound and vibration data streams. This role would suit someone who enjoys using technology to organise, study and analyse large sets of data and solve problems.
Responsibilities
Developing and deploy models and/or adapt existing machine learning methods to meet project objectives
Building algorithms and design experiments to merge, manage, interrogate and extract data and gain insights
Using machine learning tools and statistical techniques to produce solutions to problems",-1.0,Novecom,Newcastle,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,0,0,85-121,85,121,103.0,,
Graduate Machine Learning (Melbourne based),$86K - $133K (Glassdoor Est.),"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.",4.7,KJR,Melbourne,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,86-133,86,133,109.5,1997.0,23.0
Position – Data Scientist,$110K - $150K (Glassdoor Est.),"Location – Sydney and Digital / Remote
Experience – Minimum 8 years
We are looking for a candidate with good command over R / Python and in-depth knowledge and experience in Machine Learning, deep learning methods, algorithm design, analysis, development, and performance improvement. Strong understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering, classification, regression techniques, recommendation (collaborative filtering) algorithms and Time series analysis.

We are eager to hear from you if you have one of the below mentioned skills. Send us your resume at careers@robonomics.ai",4.5,Robonomics AI,Sydney,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,110-150,110,150,130.0,2016.0,4.0
Junior Data Scientist,$186K - $195K (Glassdoor Est.),"Junior Data Scientist - Sydney Office - Permanent Full Time

A great opportunity for a Junior Data Scientist to work closely with the Domain Home Loans team to solve complex business problems and deliver real business impact through propensity modelling, marketing optimisation, segmentation, and advanced analytics.

Who are you?
The ideal candidate will have
Some relevant commercial work experience and knowledge of the following fields: Statistical Modelling, Machine Learning and Advanced Analytics.",4.4,Domain Group,Sydney,501 to 1000 Employees,1999,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),0,0,186-195,186,195,190.5,1999.0,21.0
Senior Data Scientist,$144K - $170K (Glassdoor Est.),"Senior Data Scientist
VGW is a fast-growing technology company and creator of market-leading online social games. With offices across Australia, USA, Canada, Malta and the Philippines we are on a mission to be the biggest gaming company in the world!
Due to major growth we are expanding our Technology team in Sydney and currently looking for a Senior Data Scientist to join the team.
As a Senior Data Scientist, you'll identify, scope and lead the undertaking of a range of research and modelling projects leveraging all available data assets to help solve complex business problems.
Key responsibilities will include:",3.9,VGW,Sydney,501 to 1000 Employees,2010,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,144-170,144,170,157.0,2010.0,10.0
